1.7885 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.1430 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BA2E12FAC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BA2CEB8E80>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.1431 	EXP 	window1: mouseVisible = True
10.1431 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.1432 	EXP 	window1: recordFrameIntervals = False
10.3095 	EXP 	window1: recordFrameIntervals = True
10.4933 	EXP 	Screen (0) actual frame rate measured at 59.92Hz
10.4933 	EXP 	window1: recordFrameIntervals = False
10.5777 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
12.7733 	EXP 	Created cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.7805 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='images/target.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.7806 	EXP 	window1: mouseVisible = True
12.8466 	EXP 	Created feedbackTxt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedbackTxt', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.8536 	EXP 	Imported C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/conditions.xlsx as conditions, 10 conditions, 3 params
12.8542 	EXP 	Created sequence: random, trialTypes=10, nReps=2, seed=None
12.8544 	EXP 	New trial (rep=0, index=0): {'cue_file': 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png', 'target_x': -0.5, 'is_valid': 'invalid'}
12.8800 	EXP 	cue: image = 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png'
12.8800 	EXP 	cue: autoDraw = True
13.5633 	EXP 	target: autoDraw = True
13.5794 	EXP 	cue: autoDraw = False
14.3480 	DATA 	Mouse: Left button down, pos=(494,520)
14.4960 	DATA 	Mouse:  Left button up, pos=(494,520)
14.5146 	EXP 	cue: autoDraw = False
14.5146 	EXP 	target: autoDraw = False
14.5146 	EXP 	feedbackTxt: height = 0.05
14.5146 	EXP 	feedbackTxt: height = 0.05
14.5146 	EXP 	feedbackTxt: height = 0.05
14.5146 	EXP 	feedbackTxt: text = 'RT was: 0.7848413000028813'
14.5146 	EXP 	feedbackTxt: autoDraw = True
15.3650 	EXP 	New trial (rep=0, index=1): {'cue_file': 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png', 'target_x': -0.5, 'is_valid': 'valid'}
15.3827 	EXP 	feedbackTxt: autoDraw = False
15.3827 	EXP 	cue: image = 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png'
15.3827 	EXP 	cue: autoDraw = True
16.0657 	EXP 	target: autoDraw = True
16.0820 	EXP 	cue: autoDraw = False
16.3850 	DATA 	Mouse: Left button down, pos=(453,513)
16.4167 	EXP 	cue: autoDraw = False
16.4167 	EXP 	target: autoDraw = False
16.4167 	EXP 	feedbackTxt: height = 0.05
16.4167 	EXP 	feedbackTxt: height = 0.05
16.4167 	EXP 	feedbackTxt: height = 0.05
16.4167 	EXP 	feedbackTxt: text = 'RT was: 0.3335963999998057'
16.4167 	EXP 	feedbackTxt: autoDraw = True
16.4841 	DATA 	Mouse:  Left button up, pos=(453,513)
17.4004 	EXP 	New trial (rep=0, index=2): {'cue_file': 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png', 'target_x': -0.5, 'is_valid': 'valid'}
17.4183 	EXP 	feedbackTxt: autoDraw = False
17.4183 	EXP 	feedbackTxt: autoDraw = False
17.4183 	EXP 	cue: image = 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png'
17.4183 	EXP 	cue: autoDraw = True
18.1013 	EXP 	target: autoDraw = True
18.1174 	EXP 	cue: autoDraw = False
18.4516 	DATA 	Mouse: Left button down, pos=(443,585)
18.4682 	EXP 	cue: autoDraw = False
18.4682 	EXP 	target: autoDraw = False
18.4682 	EXP 	feedbackTxt: height = 0.05
18.4682 	EXP 	feedbackTxt: height = 0.05
18.4682 	EXP 	feedbackTxt: height = 0.05
18.4682 	EXP 	feedbackTxt: text = 'RT was: 0.35038279999571387'
18.4682 	EXP 	feedbackTxt: autoDraw = True
18.5531 	DATA 	Mouse:  Left button up, pos=(443,585)
19.4528 	EXP 	New trial (rep=0, index=3): {'cue_file': 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png', 'target_x': 0.5, 'is_valid': 'valid'}
19.4699 	EXP 	feedbackTxt: autoDraw = False
19.4699 	EXP 	feedbackTxt: autoDraw = False
19.4699 	EXP 	cue: image = 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png'
19.4699 	EXP 	cue: autoDraw = True
20.1542 	EXP 	target: autoDraw = True
20.1700 	EXP 	cue: autoDraw = False
20.3877 	DATA 	Mouse: Left button down, pos=(1421,596)
20.4030 	EXP 	cue: autoDraw = False
20.4030 	EXP 	target: autoDraw = False
20.4030 	EXP 	feedbackTxt: height = 0.05
20.4030 	EXP 	feedbackTxt: height = 0.05
20.4030 	EXP 	feedbackTxt: height = 0.05
20.4030 	EXP 	feedbackTxt: text = 'RT was: 0.23354370000015479'
20.4030 	EXP 	feedbackTxt: autoDraw = True
20.4723 	DATA 	Mouse:  Left button up, pos=(1420,596)
21.3887 	EXP 	New trial (rep=0, index=4): {'cue_file': 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png', 'target_x': 0.5, 'is_valid': 'invalid'}
21.4057 	EXP 	feedbackTxt: autoDraw = False
21.4057 	EXP 	feedbackTxt: autoDraw = False
21.4057 	EXP 	cue: image = 'C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png'
21.4057 	EXP 	cue: autoDraw = True
22.0569 	DATA 	Mouse: Left button down, pos=(405,548)
22.0887 	EXP 	target: autoDraw = True
22.1047 	EXP 	cue: autoDraw = False
22.1396 	DATA 	Mouse:  Left button up, pos=(405,548)
22.5723 	DATA 	Mouse: Left button down, pos=(1656,708)
22.5890 	EXP 	cue: autoDraw = False
22.5890 	EXP 	target: autoDraw = False
22.5890 	EXP 	feedbackTxt: height = 0.05
22.5890 	EXP 	feedbackTxt: height = 0.05
22.5890 	EXP 	feedbackTxt: height = 0.05
22.5890 	EXP 	feedbackTxt: text = 'RT was: 0.0002905000001192093'
22.5890 	EXP 	feedbackTxt: autoDraw = True
22.6742 	DATA 	Mouse:  Left button up, pos=(1654,710)
